,DATE,HourlyWindSpeed,HourlyPrecipitation
10268,2013-11-27 08:46:00,7.0,0.04
10269,2013-11-27 08:51:00,6.0,0.05
10270,2013-11-27 08:57:00,9.0,0.01
10271,2013-11-27 09:18:00,8.0,0.04
10272,2013-11-27 09:27:00,8.0,0.06
10274,2013-11-27 09:51:00,6.0,0.07
10275,2013-11-27 10:03:00,8.0,0.01
10276,2013-11-27 10:24:00,9.0,0.02
10277,2013-11-27 10:43:00,9.0,0.03
10278,2013-11-27 10:51:00,9.0,0.02
10285,2013-11-27 13:51:00,10.0,0.01
10286,2013-11-27 13:58:00,13.0,0.01
10287,2013-11-27 14:51:00,7.0,0.03
10288,2013-11-27 15:51:00,13.0,0.03
10290,2013-11-27 16:51:00,9.0,0.03
10295,2013-11-27 19:51:00,8.0,0.0
10296,2013-11-27 20:51:00,10.0,0.0
10297,2013-11-27 21:51:00,11.0,0.0
10298,2013-11-27 22:51:00,10.0,0.0
10299,2013-11-27 23:51:00,20.0,0.0
10301,2013-11-28 00:51:00,11.0,0.0
10302,2013-11-28 01:51:00,6.0,0.0
10303,2013-11-28 02:51:00,16.0,0.0
10304,2013-11-28 03:51:00,11.0,0.0
10305,2013-11-28 04:51:00,8.0,0.0
10306,2013-11-28 05:51:00,8.0,0.0
10307,2013-11-28 06:51:00,7.0,0.0
10308,2013-11-28 07:51:00,9.0,0.0
10309,2013-11-28 08:51:00,7.0,0.0
10310,2013-11-28 09:51:00,9.0,0.0
10311,2013-11-28 10:51:00,9.0,0.0
10312,2013-11-28 11:51:00,9.0,0.0
10313,2013-11-28 12:51:00,9.0,0.0
10314,2013-11-28 13:51:00,6.0,0.0
10315,2013-11-28 14:51:00,9.0,0.0
10316,2013-11-28 15:51:00,8.0,0.0
10317,2013-11-28 16:51:00,3.0,0.0
10318,2013-11-28 17:51:00,5.0,0.0
10319,2013-11-28 18:51:00,6.0,0.0
10320,2013-11-28 19:51:00,3.0,0.0
10322,2013-11-28 21:51:00,0.0,0.0
10323,2013-11-28 22:51:00,5.0,0.0
10324,2013-11-28 23:51:00,0.0,0.0
10326,2013-11-29 00:51:00,0.0,0.0
10327,2013-11-29 01:51:00,0.0,0.0
10328,2013-11-29 02:51:00,0.0,0.0
10329,2013-11-29 03:51:00,3.0,0.0
10330,2013-11-29 04:51:00,3.0,0.0
10331,2013-11-29 05:51:00,3.0,0.0
10332,2013-11-29 06:51:00,6.0,0.0
10333,2013-11-29 07:51:00,0.0,0.0
10334,2013-11-29 08:51:00,5.0,0.0
10335,2013-11-29 09:51:00,0.0,0.0
10336,2013-11-29 10:51:00,0.0,0.0
10338,2013-11-29 12:51:00,6.0,0.0
10339,2013-11-29 13:51:00,0.0,0.0
10340,2013-11-29 14:51:00,5.0,0.0
10341,2013-11-29 15:51:00,5.0,0.0
10342,2013-11-29 16:51:00,7.0,0.0
10343,2013-11-29 17:51:00,5.0,0.0
10344,2013-11-29 18:51:00,5.0,0.0
10345,2013-11-29 19:51:00,5.0,0.0
10346,2013-11-29 20:51:00,9.0,0.0
10347,2013-11-29 21:51:00,7.0,0.0
10348,2013-11-29 22:51:00,7.0,0.0
10349,2013-11-29 23:51:00,7.0,0.0
10351,2013-11-30 00:51:00,3.0,0.0
10352,2013-11-30 01:51:00,5.0,0.0
10353,2013-11-30 02:51:00,6.0,0.0
10354,2013-11-30 03:51:00,8.0,0.0
10355,2013-11-30 04:51:00,8.0,0.0
10356,2013-11-30 05:51:00,8.0,0.0
10357,2013-11-30 06:51:00,7.0,0.0
10358,2013-11-30 07:51:00,5.0,0.0
10359,2013-11-30 08:51:00,5.0,0.0
10360,2013-11-30 09:51:00,8.0,0.0
10361,2013-11-30 10:51:00,9.0,0.0
10362,2013-11-30 11:51:00,0.0,0.0
10363,2013-11-30 12:51:00,7.0,0.0
10364,2013-11-30 13:51:00,3.0,0.0
10365,2013-11-30 14:51:00,3.0,0.0
10366,2013-11-30 15:51:00,0.0,0.0
10367,2013-11-30 16:51:00,7.0,0.0
10368,2013-11-30 17:51:00,8.0,0.0
10369,2013-11-30 18:51:00,0.0,0.0
10371,2013-11-30 19:51:00,7.0,0.0
10372,2013-11-30 20:51:00,7.0,0.0
10373,2013-11-30 21:51:00,5.0,0.0
10374,2013-11-30 22:51:00,3.0,0.0
10375,2013-11-30 23:51:00,3.0,0.0
10378,2013-12-01 00:51:00,0.0,0.0
10380,2013-12-01 01:51:00,5.0,0.0
10381,2013-12-01 02:51:00,6.0,0.0
10384,2013-12-01 03:51:00,0.0,0.0
10387,2013-12-01 04:51:00,0.0,0.0
10388,2013-12-01 05:51:00,0.0,0.0
10392,2013-12-01 06:51:00,0.0,0.0
10393,2013-12-01 07:51:00,0.0,0.0
10394,2013-12-01 08:51:00,0.0,0.0
10397,2013-12-01 09:51:00,3.0,0.0
10398,2013-12-01 10:51:00,0.0,0.0
10399,2013-12-01 11:51:00,3.0,0.0
10400,2013-12-01 12:51:00,6.0,0.0
10401,2013-12-01 13:51:00,3.0,0.0
10402,2013-12-01 14:51:00,0.0,0.0
10403,2013-12-01 15:51:00,0.0,0.0
10404,2013-12-01 16:51:00,0.0,0.0
10405,2013-12-01 17:51:00,5.0,0.0
10406,2013-12-01 18:51:00,0.0,0.0
10407,2013-12-01 19:51:00,3.0,0.0
10408,2013-12-01 20:51:00,5.0,0.0
10409,2013-12-01 21:51:00,0.0,0.0
10410,2013-12-01 22:51:00,0.0,0.0
10411,2013-12-01 23:51:00,3.0,0.0
10413,2013-12-02 00:51:00,3.0,0.0
10414,2013-12-02 01:51:00,3.0,0.0
10415,2013-12-02 02:51:00,0.0,0.0
10416,2013-12-02 03:51:00,3.0,0.0
10417,2013-12-02 04:51:00,0.0,0.0
10418,2013-12-02 05:51:00,0.0,0.0
10419,2013-12-02 06:51:00,3.0,0.0
10420,2013-12-02 07:51:00,3.0,0.0
10421,2013-12-02 08:51:00,3.0,0.0
10422,2013-12-02 09:51:00,3.0,0.0
10423,2013-12-02 10:51:00,0.0,0.0
10424,2013-12-02 11:51:00,3.0,0.0
10425,2013-12-02 12:51:00,0.0,0.0
10426,2013-12-02 13:51:00,6.0,0.0
10427,2013-12-02 14:51:00,0.0,0.0
10428,2013-12-02 15:51:00,5.0,0.0
10429,2013-12-02 16:51:00,5.0,0.0
10430,2013-12-02 17:51:00,3.0,0.0
10431,2013-12-02 18:51:00,3.0,0.0
10432,2013-12-02 19:51:00,3.0,0.0
10433,2013-12-02 20:51:00,7.0,0.0
10434,2013-12-02 21:51:00,3.0,0.0
10435,2013-12-02 22:51:00,5.0,0.0
10436,2013-12-02 23:51:00,6.0,0.0
10438,2013-12-03 00:51:00,3.0,0.0
10439,2013-12-03 01:51:00,0.0,0.0
10440,2013-12-03 02:51:00,0.0,0.0
10441,2013-12-03 03:51:00,5.0,0.0
10442,2013-12-03 04:51:00,5.0,0.0
10443,2013-12-03 05:51:00,3.0,0.0
10444,2013-12-03 06:51:00,0.0,0.0
10445,2013-12-03 07:51:00,3.0,0.0
10446,2013-12-03 08:51:00,3.0,0.0
10447,2013-12-03 09:51:00,3.0,0.0
10448,2013-12-03 10:51:00,0.0,0.0
10449,2013-12-03 11:51:00,3.0,0.0
10450,2013-12-03 12:51:00,5.0,0.0
10451,2013-12-03 13:51:00,0.0,0.0
10452,2013-12-03 14:51:00,8.0,0.0
10453,2013-12-03 15:51:00,0.0,0.0
10454,2013-12-03 16:51:00,3.0,0.0
10455,2013-12-03 17:51:00,5.0,0.0
10456,2013-12-03 18:51:00,0.0,0.0
10457,2013-12-03 19:51:00,6.0,0.0
10458,2013-12-03 20:51:00,3.0,0.0
10459,2013-12-03 21:51:00,6.0,0.0
10460,2013-12-03 22:51:00,3.0,0.0
10461,2013-12-03 23:51:00,5.0,0.0
10463,2013-12-04 00:51:00,5.0,0.0
10464,2013-12-04 01:51:00,3.0,0.0
10465,2013-12-04 02:51:00,5.0,0.0
10466,2013-12-04 03:51:00,3.0,0.0
10467,2013-12-04 04:51:00,3.0,0.0
10468,2013-12-04 05:51:00,0.0,0.0
10469,2013-12-04 06:51:00,3.0,0.0
10470,2013-12-04 07:51:00,3.0,0.0
10471,2013-12-04 08:51:00,3.0,0.0
10472,2013-12-04 09:51:00,0.0,0.0
10473,2013-12-04 10:51:00,0.0,0.0
10474,2013-12-04 11:51:00,0.0,0.0
10475,2013-12-04 12:51:00,0.0,0.0
10476,2013-12-04 13:51:00,0.0,0.0
10477,2013-12-04 14:51:00,3.0,0.0
10478,2013-12-04 15:51:00,0.0,0.0
10479,2013-12-04 16:51:00,3.0,0.0
10480,2013-12-04 17:51:00,3.0,0.0
10481,2013-12-04 18:51:00,3.0,0.0
10482,2013-12-04 19:51:00,5.0,0.0
10483,2013-12-04 20:51:00,5.0,0.0
10484,2013-12-04 21:51:00,3.0,0.0
10486,2013-12-04 22:51:00,5.0,0.0
10487,2013-12-04 23:51:00,6.0,0.0
10489,2013-12-05 00:51:00,6.0,0.0
10490,2013-12-05 01:51:00,3.0,0.0
10491,2013-12-05 02:51:00,3.0,0.0
10493,2013-12-05 03:51:00,3.0,0.01
10495,2013-12-05 04:51:00,0.0,0.0
10497,2013-12-05 05:51:00,0.0,0.0
10500,2013-12-05 06:51:00,0.0,0.0
10502,2013-12-05 07:51:00,3.0,0.0
10504,2013-12-05 08:51:00,6.0,0.0
10506,2013-12-05 09:51:00,0.0,0.0
10510,2013-12-05 10:51:00,3.0,0.0
10513,2013-12-05 11:51:00,3.0,0.0
10515,2013-12-05 12:51:00,6.0,0.0
10516,2013-12-05 13:51:00,3.0,0.0
10517,2013-12-05 14:51:00,3.0,0.0
10518,2013-12-05 15:51:00,0.0,0.0
10520,2013-12-05 16:51:00,0.0,0.0
10521,2013-12-05 17:51:00,3.0,0.0
10522,2013-12-05 18:51:00,0.0,0.0
10523,2013-12-05 19:51:00,0.0,0.0
10524,2013-12-05 20:51:00,0.0,0.0
10528,2013-12-05 22:51:00,7.0,0.0
10530,2013-12-05 23:51:00,0.0,0.0
10532,2013-12-06 00:51:00,0.0,0.0
10534,2013-12-06 02:51:00,0.0,0.0
10537,2013-12-06 04:51:00,5.0,0.0
10539,2013-12-06 05:51:00,3.0,0.0
10540,2013-12-06 06:27:00,10.0,0.02
10542,2013-12-06 06:51:00,5.0,0.04
10546,2013-12-06 08:51:00,6.0,0.01
10547,2013-12-06 09:51:00,7.0,0.02
10548,2013-12-06 10:51:00,10.0,0.03
10549,2013-12-06 11:26:00,5.0,0.02
10550,2013-12-06 11:47:00,10.0,0.02
10551,2013-12-06 11:51:00,7.0,0.01
10554,2013-12-06 12:35:00,6.0,0.01
10556,2013-12-06 12:51:00,5.0,0.02
10557,2013-12-06 13:02:00,7.0,0.01
10559,2013-12-06 14:43:00,6.0,0.02
10560,2013-12-06 14:51:00,3.0,0.02
10561,2013-12-06 15:51:00,7.0,0.02
10562,2013-12-06 16:51:00,6.0,0.01
10565,2013-12-06 18:51:00,9.0,0.02
10566,2013-12-06 19:20:00,9.0,0.07
10567,2013-12-06 19:33:00,10.0,0.13
10569,2013-12-06 19:51:00,8.0,0.2
10570,2013-12-06 20:00:00,7.0,0.01
10571,2013-12-06 20:38:00,7.0,0.08
10574,2013-12-06 21:03:00,9.0,0.05
10575,2013-12-06 21:14:00,10.0,0.06
10576,2013-12-06 21:28:00,11.0,0.07
10577,2013-12-06 21:51:00,8.0,0.08
10578,2013-12-06 22:25:00,8.0,0.04
10579,2013-12-06 22:32:00,10.0,0.05
10580,2013-12-06 22:51:00,10.0,0.05
10581,2013-12-06 23:51:00,8.0,0.08
10583,2013-12-07 00:51:00,8.0,0.12
10584,2013-12-07 01:17:00,7.0,0.01
10585,2013-12-07 01:51:00,6.0,0.01
10588,2013-12-07 02:51:00,3.0,0.01
10593,2013-12-07 04:51:00,0.0,0.0
10595,2013-12-07 05:51:00,6.0,0.0
10596,2013-12-07 06:51:00,3.0,0.0
10598,2013-12-07 07:51:00,3.0,0.0
10600,2013-12-07 09:51:00,7.0,0.0
10601,2013-12-07 10:51:00,6.0,0.0
10603,2013-12-07 11:51:00,6.0,0.0
10606,2013-12-07 12:51:00,7.0,0.0
10607,2013-12-07 13:51:00,7.0,0.0
10608,2013-12-07 14:51:00,8.0,0.0
10609,2013-12-07 15:51:00,7.0,0.0
10610,2013-12-07 16:51:00,6.0,0.0
10611,2013-12-07 17:51:00,8.0,0.0
10612,2013-12-07 18:51:00,7.0,0.0
10613,2013-12-07 19:51:00,9.0,0.0
10614,2013-12-07 20:51:00,8.0,0.0
10615,2013-12-07 21:51:00,5.0,0.0
10616,2013-12-07 22:51:00,7.0,0.0
10617,2013-12-07 23:51:00,6.0,0.0
10619,2013-12-08 00:51:00,3.0,0.0
10620,2013-12-08 01:51:00,3.0,0.0
10621,2013-12-08 02:51:00,3.0,0.0
10622,2013-12-08 03:51:00,3.0,0.0
10623,2013-12-08 04:51:00,8.0,0.0
10624,2013-12-08 05:51:00,6.0,0.0
10625,2013-12-08 06:51:00,6.0,0.0
10626,2013-12-08 07:51:00,0.0,0.0
10627,2013-12-08 08:51:00,3.0,0.0
10628,2013-12-08 09:51:00,9.0,0.0
10629,2013-12-08 10:51:00,11.0,0.0
10630,2013-12-08 11:51:00,7.0,0.0
10631,2013-12-08 12:51:00,7.0,0.0
10632,2013-12-08 13:51:00,6.0,0.0
10633,2013-12-08 14:51:00,7.0,0.0
10634,2013-12-08 15:51:00,3.0,0.0
10636,2013-12-08 16:48:00,7.0,0.01
10637,2013-12-08 16:51:00,8.0,0.01
10639,2013-12-08 17:51:00,8.0,0.03
10641,2013-12-08 18:32:00,5.0,0.01
10642,2013-12-08 18:46:00,6.0,0.01
10644,2013-12-08 18:51:00,5.0,0.01
10645,2013-12-08 19:51:00,5.0,0.0
10651,2013-12-08 21:51:00,7.0,0.0
10654,2013-12-08 23:38:00,10.0,0.02
10655,2013-12-08 23:47:00,9.0,0.02
10657,2013-12-08 23:51:00,10.0,0.03
10659,2013-12-09 00:07:00,8.0,0.01
10660,2013-12-09 00:28:00,7.0,0.01
10662,2013-12-09 00:51:00,7.0,0.03
10663,2013-12-09 01:35:00,9.0,0.03
10664,2013-12-09 01:41:00,8.0,0.03
10665,2013-12-09 01:51:00,7.0,0.03
10667,2013-12-09 02:51:00,11.0,0.02
10668,2013-12-09 03:51:00,14.0,0.02
10669,2013-12-09 04:51:00,10.0,0.02
10670,2013-12-09 05:39:00,14.0,0.04
10671,2013-12-09 05:48:00,8.0,0.06
10672,2013-12-09 05:51:00,10.0,0.06
10674,2013-12-09 06:51:00,9.0,0.03
10675,2013-12-09 07:09:00,7.0,0.03
10676,2013-12-09 07:22:00,8.0,0.05
10677,2013-12-09 07:48:00,11.0,0.07
10678,2013-12-09 07:51:00,10.0,0.07
10679,2013-12-09 08:00:00,8.0,0.01
10680,2013-12-09 08:39:00,8.0,0.03
10681,2013-12-09 08:51:00,7.0,0.02
10682,2013-12-09 09:51:00,7.0,0.0
10685,2013-12-09 10:51:00,8.0,0.0
10687,2013-12-09 11:51:00,5.0,0.0
10689,2013-12-09 12:51:00,3.0,0.0
10690,2013-12-09 13:51:00,7.0,0.0
10695,2013-12-09 14:51:00,0.0,0.0
10697,2013-12-09 15:51:00,6.0,0.0
10698,2013-12-09 16:51:00,3.0,0.0
10699,2013-12-09 17:51:00,9.0,0.0
10700,2013-12-09 18:51:00,3.0,0.0
10702,2013-12-09 19:51:00,5.0,0.0
10703,2013-12-09 20:51:00,5.0,0.0
10704,2013-12-09 21:51:00,6.0,0.0
10705,2013-12-09 22:51:00,5.0,0.0
10706,2013-12-09 23:51:00,7.0,0.0
10708,2013-12-10 00:51:00,5.0,0.0
10709,2013-12-10 01:51:00,3.0,0.0
10710,2013-12-10 02:51:00,6.0,0.0
10711,2013-12-10 03:51:00,6.0,0.0
10712,2013-12-10 04:51:00,6.0,0.0
10713,2013-12-10 05:51:00,0.0,0.0
10714,2013-12-10 06:51:00,8.0,0.0
10716,2013-12-10 07:47:00,0.0,0.01
10717,2013-12-10 07:51:00,3.0,0.04
10718,2013-12-10 08:01:00,3.0,0.02
10719,2013-12-10 08:43:00,5.0,0.08
10720,2013-12-10 08:51:00,6.0,0.07
10721,2013-12-10 09:05:00,0.0,0.01
10722,2013-12-10 09:51:00,3.0,0.07
10723,2013-12-10 10:18:00,0.0,0.02
10724,2013-12-10 10:51:00,3.0,0.04
10731,2013-12-10 12:36:00,3.0,0.01
10733,2013-12-10 12:51:00,8.0,0.01
10745,2013-12-10 15:51:00,10.0,0.0
10746,2013-12-10 16:51:00,8.0,0.0
10747,2013-12-10 17:51:00,10.0,0.0
10748,2013-12-10 18:51:00,8.0,0.0
10749,2013-12-10 19:51:00,11.0,0.0
10750,2013-12-10 20:51:00,6.0,0.0
10751,2013-12-10 21:51:00,10.0,0.0
10752,2013-12-10 22:51:00,5.0,0.0
10753,2013-12-10 23:51:00,9.0,0.0
10756,2013-12-11 01:51:00,8.0,0.0
10757,2013-12-11 02:51:00,6.0,0.0
10758,2013-12-11 03:51:00,6.0,0.0
10759,2013-12-11 04:51:00,8.0,0.0
10760,2013-12-11 05:51:00,6.0,0.0
10761,2013-12-11 06:51:00,10.0,0.0
10762,2013-12-11 07:51:00,10.0,0.0
10763,2013-12-11 08:51:00,5.0,0.0
10764,2013-12-11 09:51:00,14.0,0.0
10765,2013-12-11 10:51:00,6.0,0.0
10768,2013-12-11 13:51:00,9.0,0.0
10769,2013-12-11 14:51:00,7.0,0.0
10770,2013-12-11 15:51:00,5.0,0.0
10771,2013-12-11 16:51:00,11.0,0.0
10772,2013-12-11 17:51:00,3.0,0.0
10773,2013-12-11 18:51:00,9.0,0.0
10774,2013-12-11 19:51:00,8.0,0.0
10775,2013-12-11 20:51:00,8.0,0.0
10776,2013-12-11 21:51:00,6.0,0.0
10777,2013-12-11 22:51:00,8.0,0.0
10778,2013-12-11 23:51:00,5.0,0.0
10781,2013-12-12 01:51:00,5.0,0.0
10782,2013-12-12 02:51:00,6.0,0.0
10783,2013-12-12 03:51:00,7.0,0.0
10784,2013-12-12 04:51:00,6.0,0.0
10785,2013-12-12 05:51:00,9.0,0.0
10786,2013-12-12 06:51:00,10.0,0.0
10787,2013-12-12 07:51:00,13.0,0.0
10788,2013-12-12 08:51:00,10.0,0.0
10789,2013-12-12 09:51:00,9.0,0.0
10790,2013-12-12 10:51:00,11.0,0.0
10791,2013-12-12 11:51:00,8.0,0.0
10792,2013-12-12 12:51:00,8.0,0.0
10793,2013-12-12 13:51:00,7.0,0.0
10794,2013-12-12 14:51:00,5.0,0.0
10796,2013-12-12 16:51:00,5.0,0.0
10797,2013-12-12 17:51:00,3.0,0.0
10798,2013-12-12 18:51:00,9.0,0.0
10799,2013-12-12 19:51:00,7.0,0.0
10800,2013-12-12 20:51:00,7.0,0.0
10801,2013-12-12 21:51:00,6.0,0.0
10802,2013-12-12 22:51:00,8.0,0.0
10803,2013-12-12 23:51:00,3.0,0.0
10805,2013-12-13 00:51:00,7.0,0.0
10806,2013-12-13 01:51:00,7.0,0.0
10807,2013-12-13 02:51:00,3.0,0.0
10808,2013-12-13 03:51:00,3.0,0.0
10809,2013-12-13 04:51:00,3.0,0.0
10810,2013-12-13 05:51:00,7.0,0.0
10811,2013-12-13 06:51:00,9.0,0.0
10812,2013-12-13 07:51:00,8.0,0.0
10813,2013-12-13 08:51:00,10.0,0.0
10814,2013-12-13 09:51:00,8.0,0.0
10815,2013-12-13 10:51:00,9.0,0.0
10816,2013-12-13 11:51:00,3.0,0.0
10819,2013-12-13 14:51:00,13.0,0.0
10820,2013-12-13 15:51:00,0.0,0.0
10821,2013-12-13 16:51:00,7.0,0.0
10822,2013-12-13 17:51:00,6.0,0.0
10823,2013-12-13 18:51:00,5.0,0.0
10824,2013-12-13 19:51:00,6.0,0.0
10825,2013-12-13 20:51:00,0.0,0.0
10826,2013-12-13 21:51:00,3.0,0.0
10827,2013-12-13 22:51:00,0.0,0.0
10828,2013-12-13 23:51:00,5.0,0.0
10830,2013-12-14 00:51:00,3.0,0.0
10831,2013-12-14 01:51:00,5.0,0.0
10832,2013-12-14 02:51:00,9.0,0.0
10833,2013-12-14 03:51:00,7.0,0.0
10834,2013-12-14 04:51:00,6.0,0.0
10835,2013-12-14 05:51:00,0.0,0.0
10836,2013-12-14 06:51:00,10.0,0.0
10838,2013-12-14 07:51:00,7.0,0.0
10841,2013-12-14 08:51:00,13.0,0.01
10843,2013-12-14 10:34:00,9.0,0.01
10844,2013-12-14 10:43:00,8.0,0.01
10845,2013-12-14 10:51:00,6.0,0.02
10846,2013-12-14 11:21:00,6.0,0.01
10847,2013-12-14 11:32:00,14.0,0.01
10849,2013-12-14 11:51:00,17.0,0.01
10851,2013-12-14 12:46:00,13.0,0.02
10852,2013-12-14 12:51:00,13.0,0.02
10854,2013-12-14 13:51:00,14.0,0.02
10855,2013-12-14 14:09:00,13.0,0.01
10856,2013-12-14 14:17:00,13.0,0.02
10857,2013-12-14 14:37:00,13.0,0.03
10858,2013-12-14 14:51:00,10.0,0.03
10860,2013-12-14 15:27:00,14.0,0.01
10861,2013-12-14 15:51:00,11.0,0.04
10862,2013-12-14 16:18:00,9.0,0.02
10863,2013-12-14 16:51:00,18.0,0.04
10864,2013-12-14 17:11:00,13.0,0.02
10866,2013-12-14 17:51:00,13.0,0.04
10867,2013-12-14 18:19:00,9.0,0.02
10869,2013-12-14 18:51:00,8.0,0.05
10870,2013-12-14 19:06:00,9.0,0.02
10871,2013-12-14 19:51:00,13.0,0.1
10872,2013-12-14 20:01:00,11.0,0.01
10874,2013-12-14 20:51:00,11.0,0.09
10875,2013-12-14 21:25:00,13.0,0.06
10876,2013-12-14 21:36:00,11.0,0.07
10877,2013-12-14 21:51:00,16.0,0.07
10878,2013-12-14 22:04:00,9.0,0.01
10879,2013-12-14 22:51:00,10.0,0.06
10880,2013-12-14 23:07:00,14.0,0.02
10881,2013-12-14 23:11:00,18.0,0.03
10882,2013-12-14 23:20:00,15.0,0.05
10883,2013-12-14 23:35:00,13.0,0.08
10885,2013-12-14 23:51:00,13.0,0.13
10887,2013-12-15 00:26:00,13.0,0.15
10888,2013-12-15 00:38:00,11.0,0.21
10890,2013-12-15 00:51:00,15.0,0.28
10891,2013-12-15 01:13:00,10.0,0.11
10892,2013-12-15 01:34:00,13.0,0.21
10893,2013-12-15 01:47:00,13.0,0.27
10894,2013-12-15 01:51:00,9.0,0.28
10895,2013-12-15 02:29:00,14.0,0.12
10896,2013-12-15 02:51:00,20.0,0.13
10897,2013-12-15 03:51:00,14.0,0.01
10898,2013-12-15 04:32:00,9.0,0.02
10900,2013-12-15 04:51:00,7.0,0.02
10902,2013-12-15 05:51:00,6.0,0.0
10903,2013-12-15 06:51:00,5.0,0.0
10905,2013-12-15 07:51:00,8.0,0.0
10908,2013-12-15 08:51:00,6.0,0.0
10909,2013-12-15 09:51:00,5.0,0.0
10911,2013-12-15 10:51:00,8.0,0.0
10915,2013-12-15 11:51:00,8.0,0.0
10916,2013-12-15 12:51:00,10.0,0.0
10917,2013-12-15 13:51:00,9.0,0.0
10921,2013-12-15 14:51:00,9.0,0.0
10923,2013-12-15 16:51:00,11.0,0.0
10924,2013-12-15 17:51:00,5.0,0.0
10925,2013-12-15 18:51:00,3.0,0.0
10927,2013-12-15 20:51:00,10.0,0.0
10928,2013-12-15 21:51:00,7.0,0.0
10929,2013-12-15 22:51:00,8.0,0.0
10930,2013-12-15 23:51:00,8.0,0.0
10933,2013-12-16 01:51:00,9.0,0.0
10934,2013-12-16 02:51:00,7.0,0.0
10935,2013-12-16 03:51:00,14.0,0.0
10936,2013-12-16 04:51:00,10.0,0.0
10937,2013-12-16 05:51:00,11.0,0.0
10938,2013-12-16 06:51:00,8.0,0.0
10939,2013-12-16 07:51:00,11.0,0.0
10940,2013-12-16 08:51:00,11.0,0.0
10941,2013-12-16 09:51:00,11.0,0.0
10942,2013-12-16 10:51:00,6.0,0.0
10943,2013-12-16 11:51:00,8.0,0.0
10944,2013-12-16 12:51:00,9.0,0.0
10945,2013-12-16 13:51:00,7.0,0.0
10946,2013-12-16 14:51:00,8.0,0.0
10947,2013-12-16 15:51:00,9.0,0.0
10948,2013-12-16 16:51:00,7.0,0.0
10949,2013-12-16 17:51:00,3.0,0.0
10950,2013-12-16 18:51:00,3.0,0.0
10951,2013-12-16 19:51:00,7.0,0.0
10952,2013-12-16 20:51:00,7.0,0.0
10953,2013-12-16 21:51:00,5.0,0.0
10954,2013-12-16 22:51:00,3.0,0.0
10955,2013-12-16 23:51:00,3.0,0.0
10957,2013-12-17 00:51:00,0.0,0.0
10958,2013-12-17 01:51:00,5.0,0.0
10959,2013-12-17 02:51:00,7.0,0.0
10960,2013-12-17 03:51:00,5.0,0.0
10961,2013-12-17 04:51:00,6.0,0.0
10965,2013-12-17 06:51:00,3.0,0.01
10966,2013-12-17 07:23:00,6.0,0.01
10967,2013-12-17 07:46:00,8.0,0.01
10968,2013-12-17 07:51:00,9.0,0.01
10972,2013-12-17 08:51:00,7.0,0.01
10973,2013-12-17 09:32:00,7.0,0.01
10980,2013-12-17 11:23:00,8.0,0.01
10981,2013-12-17 11:51:00,10.0,0.03
10982,2013-12-17 12:44:00,7.0,0.02
10983,2013-12-17 12:51:00,5.0,0.03
10984,2013-12-17 13:05:00,5.0,0.02
10985,2013-12-17 13:18:00,8.0,0.02
10986,2013-12-17 13:25:00,7.0,0.03
10988,2013-12-17 13:51:00,11.0,0.05
10992,2013-12-17 15:23:00,7.0,0.02
10993,2013-12-17 15:31:00,5.0,0.03
10995,2013-12-17 15:46:00,6.0,0.04
10996,2013-12-17 15:56:00,5.0,0.01
10998,2013-12-17 16:16:00,6.0,0.01
10999,2013-12-17 16:36:00,6.0,0.02
11000,2013-12-17 16:40:00,6.0,0.02
11001,2013-12-17 16:51:00,9.0,0.01
11003,2013-12-17 17:51:00,5.0,0.0
11005,2013-12-17 18:51:00,8.0,0.0
11006,2013-12-17 19:51:00,7.0,0.0
11008,2013-12-17 20:51:00,8.0,0.0
11009,2013-12-17 21:51:00,3.0,0.0
11011,2013-12-17 22:51:00,7.0,0.0
11012,2013-12-17 23:51:00,3.0,0.0
11014,2013-12-18 00:51:00,6.0,0.0
11015,2013-12-18 01:51:00,3.0,0.0
11018,2013-12-18 02:51:00,5.0,0.0
11020,2013-12-18 03:51:00,8.0,0.0
11021,2013-12-18 04:51:00,5.0,0.0
11022,2013-12-18 05:51:00,7.0,0.0
11023,2013-12-18 06:51:00,3.0,0.0
11024,2013-12-18 07:51:00,3.0,0.0
11025,2013-12-18 08:51:00,6.0,0.0
11026,2013-12-18 09:51:00,8.0,0.0
11027,2013-12-18 10:51:00,7.0,0.0
11028,2013-12-18 11:51:00,13.0,0.0
11029,2013-12-18 12:51:00,5.0,0.0
11030,2013-12-18 13:51:00,7.0,0.0
11031,2013-12-18 14:51:00,9.0,0.0
11032,2013-12-18 15:51:00,9.0,0.0
11033,2013-12-18 16:51:00,9.0,0.0
11034,2013-12-18 17:51:00,6.0,0.0
11035,2013-12-18 18:51:00,13.0,0.0
11036,2013-12-18 19:51:00,3.0,0.0
11037,2013-12-18 20:51:00,7.0,0.0
11039,2013-12-18 22:51:00,6.0,0.0
11040,2013-12-18 23:51:00,3.0,0.0
11042,2013-12-19 00:51:00,5.0,0.0
11043,2013-12-19 01:51:00,5.0,0.0
11044,2013-12-19 02:51:00,5.0,0.0
11045,2013-12-19 03:51:00,5.0,0.0
11046,2013-12-19 04:51:00,5.0,0.0
11047,2013-12-19 05:51:00,5.0,0.0
11049,2013-12-19 07:51:00,5.0,0.0
11050,2013-12-19 08:51:00,5.0,0.0
11051,2013-12-19 09:51:00,9.0,0.0
11052,2013-12-19 10:51:00,9.0,0.0
